,Sverige,MXSE
2024-01-22,0.0031698467323318606,0.001971096686424315
2024-01-23,0.0027049285034587657,0.002715415902895132
2024-01-24,0.003664482094969757,0.003758443282499241
2024-01-25,-0.006600247215784908,-0.007500378158743395
2024-01-26,0.0025225369716100356,0.0037682368363050334
2024-01-29,0.003130724732986813,0.000995483874221624
2024-01-30,-0.006943514180263679,-0.007228273150306265
2024-01-31,0.018857745111447565,0.019098336374871364
2024-02-01,0.004938329209117875,0.005967206877235373
2024-02-02,-0.011713034972026486,-0.010289805215848706
2024-02-05,0.006765536086338297,0.004516251902662558
2024-02-06,-0.009546816702273215,-0.01261504504374446
2024-02-07,0.008070846037424521,0.01062619968122154
2024-02-08,0.011785955790074042,0.012450583814033226
2024-02-09,-0.008006823183517104,-0.009503796256630212
2024-02-12,0.009833761292443219,0.012936065243488264
2024-02-13,0.004327809269364983,0.0045591585379507
2024-02-14,0.0084206015999449,0.010779195968072555
2024-02-15,0.019167929826539472,0.01930296678935969
2024-02-16,-0.002253881160028705,0.0018676146897352698
2024-02-19,-0.007337361643574896,-0.0038266799586884875
2024-02-20,-0.008695144296255232,-0.00919307259321338
2024-02-21,-0.007958102849654383,-0.0060149609477456725
2024-02-22,-0.000571017094141042,0.0007197348050292532
2024-02-23,0.003611519748166439,0.006348782863231137
2024-02-26,0.0029669079933001908,0.0010370610721399819
2024-02-27,0.008471832490360239,0.009843935410357118
2024-02-28,0.0003300189187790702,0.002446867892478246
2024-02-29,0.01473534077157317,0.011217861798726941
2024-03-01,-0.0024465683323795606,-0.004813085357711111
2024-03-04,0.027401691665896188,0.023323227310375987
2024-03-05,0.006456673477650062,0.005917859808760946
2024-03-06,-0.008371575564162825,-0.0069364910525709
2024-03-07,-0.010508924980611123,-0.0075042108764190665
2024-03-08,0.005024724152431853,0.005172913713271403
2024-03-11,-0.0020346278532585088,0.001222603237884075
2024-03-12,0.00734000494092092,0.004579802024491137
2024-03-13,0.004932376245735448,0.0015256113670251386
2024-03-14,-0.0005282891265687278,-0.0006393845243619653
2024-03-15,-0.008267937180684049,-0.007499806282805434
2024-03-18,-0.014948472246858645,-0.015013861743046832
2024-03-19,-0.004265149520670211,-0.008400033720749964
2024-03-20,0.008763987943234724,0.008585747864209146
2024-03-21,0.0023409374413020396,-0.00026800155970766685
2024-03-22,-0.01225738778711988,-0.010918042689459803
2024-03-25,0.00193180925851182,0.0026650057507055167
2024-03-26,0.0040531737972883675,0.002173414224633657
2024-03-27,-0.00863857436201133,-0.009666308196684717
2024-03-28,0.0017372510594552792,-0.00038117598432262393
2024-03-29,0.0007820871844599989,0.0006567289899136551
2024-04-01,-0.01122970297830623,-0.009319418337303754
2024-04-02,0.003777873603482833,0.0018064215108117452
2024-04-03,0.005807845263682344,0.006815938294718033
2024-04-04,0.011030512431752772,0.00996999719500789
2024-04-05,0.01073802052034903,0.009152274855824342
2024-04-08,-0.01357669367957091,-0.013790754399480026
2024-04-09,-0.009178250399151228,-0.011248735043989978
2024-04-10,0.005350352672086597,0.004243054061392233
2024-04-11,0.005337859509122088,0.0029421037239443907
2024-04-12,0.005350476863060479,0.009279927128893257
2024-04-15,0.03872731490654721,0.03879784201049067
2024-04-16,0.00590890510693167,0.004509454090946499
2024-04-17,0.01155565640180599,0.011983616223274434
2024-04-18,0.009740017634932024,0.009515361535550364
2024-04-19,0.00671391251305798,0.006271973313991533
2024-04-22,-0.002952692446403456,-0.0017243590463166057
2024-04-23,0.007789692204932674,0.009304707625027284
2024-04-24,-0.0075282521453757184,-0.008589254440596774
2024-04-25,-0.002168186067400089,-0.003319822548689449
2024-04-26,-0.004653635478291035,-0.005203738872594323
2024-04-29,0.0010187413938632255,-0.003585100935607944
2024-04-30,0.023346585666735087,0.02031620354233798
2024-05-01,-0.01847265192591748,-0.01573890339102843
2024-05-02,0.007062601903745134,0.010352537330747702
2024-05-03,-0.015927158711896518,-0.016425230791009274
2024-05-06,-0.004519318657894335,-0.003366204731782802
2024-05-07,0.011089505969673662,0.011712006278760734
2024-05-08,0.0008428001909546276,0.007000561807865103
2024-05-09,-0.010577447779293061,-0.008338297956423907
2024-05-10,-0.006953037092599683,-0.007208872275561216
2024-05-13,0.006995977489346758,0.005084896608145906
2024-05-14,-0.007103666317171367,-0.010316558957686512
2024-05-15,0.002364585895819749,0.002771513167554195
2024-05-16,0.0006557183990381378,-0.0008569830915304689
2024-05-17,-0.006316003476058172,-0.00916051089525352
2024-05-20,0.021639440893253255,0.020346295124768203
2024-05-21,0.006539190223180112,0.004376094215951322
2024-05-22,-0.020051425866576073,-0.016677142596430942
2024-05-23,0.0020645431476942764,0.0038278226615931776
2024-05-24,-0.00641786464768388,-0.0064338099303171145
2024-05-27,0.00872433334796224,0.011684221625742291
2024-05-28,-0.007725207384327006,-0.00757047076903177
2024-05-29,-0.0009473644146689902,-0.0026699328173255175
2024-05-30,0.005249872789804572,0.008296120944343887
2024-05-31,0.008857551941701215,0.009935372029070532
2024-06-03,-0.011802964070557762,-0.013877456379210675
2024-06-04,-0.003145012358409484,-0.0035256897145767
2024-06-05,-0.004549453111609562,-0.006300689618379076
2024-06-06,-0.0063332923257371195,-0.009098891787665792
2024-06-07,0.01785454240281097,0.019706897497874253
2024-06-10,0.004249817109609555,0.008068650390549817
2024-06-11,-0.012408839543350451,-0.015205974690988734
2024-06-12,0.009378619470547762,0.010504557943928903
